Gene	chrom	start	end
ADCY8	8	131792892	132052015
EFR3A	8	132918041	133023805
OC90	8	133037337	133069692
HHLA1	8	133075630	133116171
KCNQ3	8	133134112	133491789
LRRC6	8	133585657	133686190
TMEM71	8	133722631	133772886
PHF20L1	8	133790031	133860981
TG	8	133879951	134147170
WISP1	8	134205387	134243530
NDRG1	8	134250255	134307889
ST3GAL1	8	134468033	134583145
ZFAT	8	135492536	135724514
LOC286094	8	136247785	136309838
KHDRBS3	8	136471364	136659781
FAM135B	8	139144157	139508337
COL22A1	8	139600451	139926174
KCNK9	8	140624891	140713571
TRAPPC9	8	140744511	141466663
CHRAC1	8	141523435	141526225
EIF2C2	8	141541689	141644088
PTK2	8	141668958	142009862
DENND3	8	142139391	142205810
SLC45A4	8	142221642	142238309
LOC731779	8	142351300	142353153
GPR20	8	142369979	142374500
PTP4A3	8	142432078	142441579
FLJ43860	8	142443906	142516364
NCRNA00051	8	143280235	143289328
TSNARE1	8	143294801	143481243
BAI1	8	143549226	143626378
ARC	8	143692418	143693236
JRK	8	143739483	143749016
PSCA	8	143751920	143762941
LY6K	8	143783029	143785049
C8orf55	8	143809627	143818352
SLURP1	8	143822355	143822407
LYNX1	8	143848792	143859612
LY6D	8	143866338	143867760
GML	8	143917351	143924507
CYP11B1	8	143954587	143957446
CYP11B2	8	143991972	143997181
LOC100133669	8	144064346	144099080
LY6E	8	144101454	144103503
C8orf31	8	144124411	144135277
LY6H	8	144239788	144239845
GPIHBP1	8	144298254	144298305
ZFP41	8	144330405	144341953
GLI4	8	144350535	144357485
ZNF696	8	144375125	144380204
TOP1MT	8	144391579	144415282
C8orf51	8	144448928	144450590
RHPN1	8	144453890	144466391
MAFA	8	144511030	144511089
ZC3H3	8	144519806	144622377
GSDMD	8	144637174	144645251
C8orf73	8	144650542	144653490
NAPRT1	8	144658272	144660144
EEF1D	8	144662462	144679077
TIGD5	8	144682427	144682486
PYCRL	8	144686412	144690244
TSTA3	8	144695416	144698918
ZNF623	8	144720995	144735589
ZNF707	8	144766624	144777275
MAPK15	8	144799904	144802602
FAM83H	8	144806632	144813391
LOC100128338	8	144817232	144826007
SCRIB	8	144873873	144896910
PUF60	8	144898619	144910938
NRBP2	8	144915867	144921374
EPPK1	8	144939900	144945181
PLEC	8	144990160	145049117
PARP10	8	145052640	145058750
GRINA	8	145066135	145067579
SPATC1	8	145087727	145101623
OPLAH	8	145106188	145106232
GPAA1	8	145138849	145138898
CYC1	8	145151548	145151665
SHARPIN	8	145153532	145156985
MAF1	8	145160781	145160831
KIAA1875	8	145162683	145172283
HEATR7A	8	145218598	145284621
BOP1	8	145502945	145514252
HSF1	8	145516091	145516280
FBXL6	8	145579071	145581772
GPR172A	8	145582794	145584953
ADCK5	8	145599310	145618475
CPSF1	8	145619099	145633996
SLC39A4	8	145639357	145639402
VPS28	8	145652959	145653757
TONSL	8	145654933	145668009
CYHR1	8	145675318	145690465
KIFC2	8	145692714	145699139
FOXH1	8	145701691	145701735
PPP1R16A	8	145722196	145727510
GPT	8	145732261	145732305
RECQL4	8	145736650	145742254
LRRC14	8	145744628	145749288
LRRC24	8	145751555	145751614
C8orf82	8	145753397	145753455
ARHGAP39	8	145755022	145833799
ZNF251	8	145946969	145978744
ZNF34	8	145998511	146011326
RPL8	8	146015691	146017110
ZNF517	8	146025678	146033893
ZNF7	8	146053353	146066584
COMMD5	8	146075891	146078644
ZNF250	8	146104163	146126058
ZNF16	8	146157895	146174033
ZNF252	8	146199398	146227209
C8orf77	8	146228955	146230967
C8orf33	8	146278637	146280020
C9orf66	9	214048	215776
DOCK8	9	218471	463517
KANK1	9	506225	744164
DMRT1	9	843996	968810
DMRT3	9	978045	991599
DMRT2	9	1051134	1057560
SMARCA2	9	2015497	2193437
FLJ35024	9	2537788	2620125
VLDLR	9	2623063	2654262
KCNV2	9	2721090	2729766
KIAA0020	9	2805577	2843137
RFX3	9	3224868	3525075
GLIS3	9	3824953	4298935
SLC1A1	9	4492191	4587456
C9orf68	9	4598364	4665013
CDC37L1	9	4681887	4706451
AK3	9	4711116	4739165
RCL1	9	4793554	4860826
JAK2	9	4985852	5126656
INSL6	9	5166310	5185314
INSL4	9	5232823	5232882
RLN2	9	5301815	5301874
RLN1	9	5335044	5337508
C9orf46	9	5358182	5436310
CD274	9	5452456	5468486
PDCD1LG2	9	5511501	5570328
KIAA1432	9	5629938	5775628
ERMP1	9	5785791	5831087
MLANA	9	5891749	5908317
KIAA2026	9	5919395	6006708
RANBP6	9	6014363	6014422
IL33	9	6216378	6256709
TPD52L3	9	6330667	6330726
UHRF2	9	6414505	6506047
GLDC	9	6533273	6644182
KDM4C	9	6723860	7175019
C9orf123	9	7798812	7798871
PTPRD	9	8315442	10610824
TYRP1	9	12693407	12709958
C9orf150	9	12777056	12822120
MPDZ	9	13106806	13250339
FLJ41200	9	13407166	13429236
NFIB	9	14082567	14398582
ZDHHC21	9	14613319	14692435
CER1	9	14720333	14720392
FREM1	9	14735688	14910943
LOC389705	9	14993921	15019282
TTC39B	9	15171603	15305901
SNAPC3	9	15423878	15459941
PSIP1	9	15465771	15509947
C9orf93	9	15553174	15971643
BNC2	9	16410824	16869223
CNTLN	9	17136231	17502944
SH3GL2	9	17580758	17796728
ADAMTSL1	9	18474451	18909663
FAM154A	9	18927948	19031944
RRAGA	9	19050855	19050914
HAUS6	9	19056915	19102094
PLIN2	9	19116964	19126482
DENND4C	9	19293345	19372116
RPS6	9	19377239	19379095
ACER2	9	19409688	19451605
SLC24A2	9	19507712	19787829
MLLT3	9	20346094	20619620
KIAA1797	9	20660440	20994572
PTPLAD2	9	21006940	21030764
IFNB1	9	21077574	21077633
IFNW1	9	21140864	21141927
IFNA7	9	21202176	21202220
IFNA22P	9	21277945	21278004
KLHL9	9	21331182	21334454
IFNA2	9	21384383	21384442
IFNA8	9	21409800	21409850
IFNA1	9	21441072	21441131
LOC554202	9	21454717	21558413
MTAP	9	21804047	21865039
C9orf53	9	21967548	21967607
CDKN2A	9	21968041	21993460
CDKN2B-AS1	9	21994931	22119611
DMRTA1	9	22448692	22451204
ELAVL2	9	23690273	23823653
C9orf82	9	26841650	26891679
PLAA	9	26905285	26945356
IFT74	9	26948022	27062876
TEK	9	27110164	27230164
NCRNA00032	9	27248228	27282054
C9orf11	9	27284759	27297023
MOBKL2B	9	27326598	27529279
C9orf72	9	27546685	27572178
LINGO2	9	27948760	28718454
ACO1	9	32385919	32450619
DDX58	9	32456057	32524470
TOPORS	9	32541735	32551318
NDUFB6	9	32553623	32572611
TAF1L	9	32629493	32635509
TMEM215	9	32784078	32788663
APTX	9	32974576	33000746
DNAJA1	9	33026636	33037758
SMU1	9	33042341	33076291
B4GALT1	9	33113000	33165475
SPINK4	9	33242155	33248467
BAG1	9	33252688	33262901
CHMP5	9	33265952	33279953
NFX1	9	33292164	33370821
AQP7	9	33388506	33395157
AQP3	9	33441267	33446984
NOL6	9	33461584	33473548
PTENP1	9	33675289	33676593
PRSS3	9	33777785	33795539
UBE2R2	9	33819009	33919215
UBAP2	9	33922853	34047893
DCAF12	9	34088463	34125407
UBAP1	9	34180525	34250308
KIF24	9	34252935	34328179
NUDT2	9	34331777	34342487
KIAA1161	9	34370148	34375791
C9orf24	9	34379319	34396385
C9orf25	9	34398231	34458054
DNAI1	9	34460249	34520996
CNTFR	9	34551474	34588663
C9orf23	9	34610488	34611896
DCTN3	9	34614337	34620035
ARID3C	9	34622125	34626798
SIGMAR1	9	34634706	34636806
GALT	9	34648095	34648150
IL11RA	9	34653535	34661899
CCL27	9	34661900	34661957
CCL19	9	34689747	34691036
CCL21	9	34709300	34709344
C9orf144B	9	34726768	34729081
C9orf144	9	34831906	34838125
KIAA1045	9	34959486	34981832
DNAJB5	9	34990765	34997405
C9orf131	9	35042792	35044537
VCP	9	35056568	35071231
FANCG	9	35073835	35079401
PIGO	9	35090704	35093637
STOML2	9	35100338	35101689
KIAA1539	9	35105567	35115397
UNC13B	9	35163196	35404443
ATP8B5P	9	35408925	35481034
RUSC2	9	35491273	35558814
FAM166B	9	35562143	35562193
TESK1	9	35606412	35610011
CD72	9	35612878	35616410
CCDC107	9	35660280	35661517
C9orf100	9	35663194	35664900
CA9	9	35674281	35679742
TPM2	9	35682395	35688353
TLN1	9	35698568	35731486
CREB3	9	35732931	35737002
GBA2	9	35738745	35748024
RGP1	9	35751165	35752419
MSMP	9	35753544	35753600
NPR2	9	35794233	35808862
SPAG8	9	35811640	35811697
HINT2	9	35812929	35814265
C9orf128	9	35817518	35828516
TMEM8B	9	35829796	35854644
LOC92973	9	35860251	35863403
HRCT1	9	35907079	35907133
LOC158376	9	35911259	35911318
RECK	9	36037651	36123453
GLIPR2	9	36138061	36163099
CCIN	9	36171237	36171296
CLTA	9	36190839	36210646
GNE	9	36214842	36275706
RNF38	9	36337298	36400152
MELK	9	36573320	36677564
PAX5	9	36839052	37034074
LOC100506710	9	37081275	37088054
ZCCHC7	9	37121904	37357633
GRHPR	9	37423984	37436045
ZBTB5	9	37438184	37464551
POLR1E	9	37487791	37501753
FBXO10	9	37512200	37575367
TOMM5	9	37589395	37591389
FRMPD1	9	37651295	37745675
RG9MTD3	9	37754747	37778640
EXOSC3	9	37781956	37783690
DCAF10	9	37801287	37867154
MCART1	9	37878684	37902743
SHB	9	37915941	38066222
ALDH1B1	9	38394756	38398671
IGFBPL1	9	38408978	38422526
ANKRD18A	9	38616871	38616930
FAM201A	9	38622212	38622262
CNTNAP3	9	39098753	39156954
CNTNAP3B	9	43686924	43836428
LOC642236	9	68427983	68453085
PGM5	9	70984481	71145992
C9orf71	9	71151735	71153623
PIP5K1B	9	71321418	71623717
PRKACG	9	71627429	71628776
FXN	9	71651339	71714670
TJP2	9	71736368	71870154
FAM189A2	9	71941111	72007334
APBA1	9	72042449	72285220
PTAR1	9	72326618	72374134
C9orf135	9	72437339	72521033
MAMDC2	9	72659650	72841040
SMC5	9	72875585	72968479
KLF9	9	73001534	73029533
TRPM3	9	73150187	73736251
TMEM2	9	74298648	74382880
FAM108B1	9	74478141	74524989
C9orf85	9	74526931	74587652
C9orf57	9	74668241	74673624
GDA	9	74765097	74866239
ZFAND5	9	74967614	74978768
TMC1	9	75136813	75451216
ALDH1A1	9	75516990	75567581
ANXA1	9	75766777	75785276
RORB	9	77112537	77301367
TRPM6	9	77339428	77502961
C9orf40	9	77563714	77566194
C9orf41	9	77598418	77642492
C9orf95	9	77676594	77702632
OSTF1	9	77703983	77761019
MIR548H3	9	78124243	78337959
PCSK5	9	78507151	78976963
RFK	9	79000620	79007928
GCNT1	9	79057619	79120420
PRUNE2	9	79227393	79519901
VPS13A	9	79793618	80031660
GNA14	9	80038701	80263240
GNAQ	9	80336440	80645718
CEP78	9	80852642	80880920
PSAT1	9	80913236	80942827
TLE4	9	82187027	82341527
TLE1	9	84198666	84301672
FAM75D5	9	84528509	84530867
FAM75D3	9	84564271	84564330
FAM75D1	9	84605639	84610053
RASEF	9	85598312	85676445
FRMD3	9	85862363	86150209
C9orf103	9	86239026	86258733
UBQLN1	9	86276560	86321370
GKAP1	9	86356860	86431626
KIF27	9	86452411	86534817
C9orf64	9	86553596	86571411
HNRNPK	9	86584377	86593822
RMI1	9	86596195	86618560
SLC28A3	9	86893127	86978502
NTRK2	9	87286533	87636701
AGTPBP1	9	88161537	88355853
LOC389765	9	88421463	88457662
NAA35	9	88557237	88637024
GOLM1	9	88641544	88713378
C9orf153	9	88842957	88872679
ISCA1	9	88881168	88896336
ZCCHC6	9	88903289	88968586
GAS1	9	89560120	89561821
LOC440173	9	89624598	89656608
C9orf170	9	89765494	89774645
DAPK1	9	90114528	90322810
CTSL1	9	90342208	90344759
CTSL3	9	90388377	90401047
C9orf79	9	90503769	90503818
CDK20	9	90581867	90588628
SPIN1	9	91004516	91093407
NXNL2	9	91151813	91190032
LOC286238	9	91263255	91263314
C9orf47	9	91605919	91610643
S1PR3	9	91613029	91619414
SHC3	9	91621247	91792288
CKS2	9	91927987	91930010
SECISBP2	9	91933939	91971688
SEMA4D	9	91976521	92093592
GADD45G	9	92221377	92221425
LOC100129066	9	92256872	92333795
LOC340515	9	93226826	93343936
DIRAS2	9	93372163	93404738
SYK	9	93564261	93658196
LOC100129316	9	93828942	93836071
AUH	9	93978361	94122412
NFIL3	9	94171909	94185652
ROR2	9	94485229	94710274
SPTLC1	9	94794566	94877180
C9orf44	9	94907769	94914683
IARS	9	94974625	95055752
NOL8	9	95059791	95087839
CENPP	9	95089056	95376196
IPPK	9	95378735	95431634
BICD2	9	95474012	95526296
ANKRD19	9	95574404	95600191
ZNF484	9	95609324	95638489
FGD3	9	95709960	95798501
SUSD3	9	95821701	95847296
C9orf89	9	95859689	95875559
NINJ1	9	95883784	95895677
WNK2	9	95948527	96082813
C9orf129	9	96084262	96108313
FAM120AOS	9	96208809	96215068
FAM120A	9	96216233	96324496
PHF2	9	96341120	96441809
BARX1	9	96714297	96716083
PTPDC1	9	96794163	96871676
ZNF169	9	97023756	97063760
LOC100132077	9	97121780	97121833
HIATL1	9	97151129	97223224
FBP2	9	97323416	97355499
FBP1	9	97366470	97402386
C9orf3	9	97489771	97849302
FANCC	9	97861522	98078359
PTCH1	9	98205303	98279221
C9orf130	9	98570552	98636696
C9orf102	9	98639567	98729445
NCRNA00092	9	98783546	98783603
LOC158435	9	98829253	98863713
HSD17B3	9	98997561	99064315
SLC35D2	9	99083073	99145256
ZNF367	9	99149169	99178976
HABP4	9	99214528	99252948
CDC14B	9	99263796	99380487
C9orf21	9	99404156	99416649
LOC441455	9	99488548	99488607
ZNF510	9	99519809	99537986
ZNF782	9	99579438	99615372
HIATL2	9	99712765	99762954
CTSL2	9	99791968	99799469
LOC100499484	9	100001656	100058326
LOC57653	9	100060149	100138549
LOC286359	9	100153662	100158095
TDRD7	9	100174953	100256769
TMOD1	9	100265719	100362392
TSTD2	9	100364527	100395346
NCBP1	9	100397407	100435669
XPA	9	100437834	100458374
FOXE1	9	100618167	100618226
C9orf156	9	100666945	100683132
HEMGN	9	100689292	100707149
ANP32B	9	100746576	100778248
NANS	9	100819603	100844399
TRIM14	9	100846730	100880236
CORO2A	9	100883468	100953005
TBC1D2	9	100961330	101017107
GABBR2	9	101050479	101470444
ANKS6	9	101496093	101556918
GALNT12	9	101570509	101612122
COL15A1	9	101707127	101833091
TGFBR1	9	101869326	101916416
ALG2	9	101978707	101983056
SEC61B	9	101985382	101991470
NR4A3	9	102585646	102628871
STX17	9	102669873	102735465
ERP44	9	102742138	102859692
INVS	9	102862645	103062894
TEX10	9	103065152	103113955
C9orf30	9	103191041	103212850
C9orf30-TMEFF1	9	103215282	103339939
MURC	9	103342910	103348779
LPPR1	9	103793615	104087250
BAAT	9	104123369	104145583
MRPL50	9	104153674	104160067
ZNF189	9	104162377	104171401
ALDOB	9	104183965	104196639
C9orf125	9	104237715	104247755
RNF20	9	104297648	104325281
GRIN3A	9	104332811	104498396
CYLC2	9	105757606	105779281
SMC2	9	106857631	106901490
OR13F1	9	107267439	107267498
OR13C4	9	107288857	107288916
OR13C8	9	107332359	107332418
OR13D1	9	107457339	107457398
NIPSNAP3A	9	107510848	107521771
NIPSNAP3B	9	107527190	107535569
LOC286367	9	107539629	107539688
ABCA1	9	107545350	107687326
SLC44A1	9	108008143	108152416
FSD1L	9	108211452	108309609
FKTN	9	108321159	108402505
TAL2	9	108424750	108424804
TMEM38B	9	108457735	108535449
ZNF462	9	109627998	109773549
MIR548Q	9	109774849	109848218
RAD23B	9	110046402	110093089
KLF4	9	110248226	110251613
ACTL7B	9	111616846	111616905
ACTL7A	9	111625121	111625170
IKBKAP	9	111630134	111693699
C9orf6	9	111697186	111701040
CTNNAL1	9	111704893	111774235
C9orf5	9	111778317	111880752
C9orf4	9	111899968	111927365
EPB41L4B	9	111936648	112081173
PTPN3	9	112138076	112258499
PALM2	9	112403641	112713673
PALM2-AKAP2	9	112714752	112934741
C9orf152	9	112965173	112967710
TXN	9	113006931	113017345
TXNDC8	9	113066690	113097306
SVEP1	9	113127756	113340797
MUSK	9	113431214	113562988
LPAR1	9	113637026	113798210
OR2K2	9	114089878	114089937
KIAA0368	9	114123371	114246914
ZNF483	9	114288328	114337150
PTGR1	9	114341225	114360182
C9orf29	9	114366736	114375657
DNAJC25	9	114394819	114416366
DNAJC25-GNG10	9	114417826	114430573
C9orf84	9	114449077	114544141
UGCG	9	114661532	114695003
MIR3134	9	114759638	115111409
HSDL2	9	115143308	115234350
KIAA1958	9	115249796	115422573
C9orf80	9	115449078	115478754
SNX30	9	115514291	115636220
SLC46A2	9	115641520	115651872
ZNF883	9	115761551	115773811
ZFP37	9	115804902	115818190
SLC31A2	9	115914251	115925760
FKBP15	9	115927834	115983210
SLC31A1	9	115984862	116025538
CDC26	9	116030678	116036868
PRPF4	9	116038790	116054075
RNF183	9	116059366	116060937
WDR31	9	116078243	116100818
BSPRY	9	116113079	116133191
HDHD3	9	116137044	116137103
ALAD	9	116149979	116160857
POLE3	9	116170368	116170427
C9orf43	9	116173210	116191484
RGS3	9	116208315	116360031
ZNF618	9	116639580	116818827
AMBP	9	116822389	116840411
KIF12	9	116856963	116859193
COL27A1	9	116918707	117071953
ORM1	9	117086284	117086334
ORM2	9	117093018	117093071
AKNA	9	117097290	117153643
DFNB31	9	117165040	117266175
ATP6V1G1	9	117351757	117360810
C9orf91	9	117374396	117407976
LOC100505478	9	117428999	117443127
TNFSF15	9	117549529	117568009
TNFSF8	9	117666687	117691272
TNC	9	117782964	117879295
DEC1	9	117904160	118164713
C9orf27	9	118650708	118685960
PAPPA	9	118917545	119164576
ASTN2	9	119187479	120176326
TLR4	9	120466490	120477977
DBC1	9	121929163	122130612
CDK5RAP2	9	123151141	123341503
MEGF9	9	123363762	123474980
FBXW2	9	123519951	123554702
LOC100288842	9	123558450	123558509
PSMD5	9	123578738	123604785
LOC253039	9	123607267	123616216
PHF19	9	123617910	123638823
TRAF1	9	123666233	123689903
C5	9	123714605	123812104
CEP110	9	123850669	123939564
RAB14	9	123941434	123962622
GSN	9	124032245	124095087
STOM	9	124103189	124130586
GGTA1	9	124217416	124261245
DAB2IP	9	124331557	124546928
TTLL11	9	124584307	124854278
NDUFA8	9	124906395	124921416
MORN5	9	124922748	124962364
LHX6	9	124964919	124990754
RBM18	9	125002433	125025585
MRRF	9	125028073	125084754
PTGS1	9	125135084	125157539
OR1J1	9	125239866	125239925
OR1J2	9	125273981	125274040
OR1J4	9	125281655	125281714
OR1N2	9	125316401	125316460
PDCL	9	125580773	125589697
RC3H2	9	125611916	125665922
ZBTB6	9	125670401	125675075
ZBTB26	9	125680490	125692714
RABGAP1	9	125704238	125866761
NCRNA00287	9	125871762	125877368
STRBP	9	125884112	126029772
CRB2	9	126120422	126140980
DENND1A	9	126142502	126690421
LHX2	9	126775559	126795325
NEK6	9	127022074	127111966
PSMB7	9	127116389	127176303
GPR144	9	127214066	127238207
NR5A1	9	127244497	127267959
NR6A1	9	127287450	127532656
OLFML2A	9	127542311	127577167
WDR38	9	127617552	127619436
RPL35	9	127622748	127622804
ARPC5L	9	127632811	127639433
GOLGA1	9	127641509	127702794
SCAI	9	127707173	127904998
PPP6C	9	127909566	127950205
RABEPK	9	127963344	127996288
HSPA5	9	127997837	128001733
GAPVD1	9	128024758	128127072
MAPKAP1	9	128200658	128468708
PBX3	9	128511029	128728455
FAM125B	9	129090396	129269337
LMX1B	9	129378157	129463285
ZBTB43	9	129569197	129599461
ZBTB34	9	129624145	129647840
RALGPS1	9	129679157	129984559
GARNL3	9	130029074	130155557
SLC2A8	9	130160777	130169494
ZNF79	9	130188197	130207592
RPL12	9	130211514	130211573
LRSAM1	9	130214055	130265394
FAM129B	9	130267607	130338330
STXBP1	9	130376006	130454203
C9orf117	9	130470826	130476184
PTRH1	9	130477693	130477739
TTC16	9	130479223	130493880
TOR2A	9	130495434	130495484
SH2D3C	9	130500645	130541048
CDK9	9	130549895	130552313
FPGS	9	130566389	130576368
ENG	9	130578822	130615167
AK1	9	130630075	130639497
ST6GALNAC6	9	130648576	130659671
ST6GALNAC4	9	130671321	130678336
PIP5KL1	9	130686231	130692637
DPM2	9	130698179	130699371
FAM102A	9	130703226	130742419
NAIF1	9	130823558	130828089
SLC25A25	9	130831970	130871518
LOC100289019	9	130875114	130880443
PTGES2	9	130882989	130888110
LOC389791	9	130891477	130891530
LCN2	9	130912758	130915391
C9orf16	9	130923464	130923523
CIZ1	9	130928357	130964732
DNM1	9	130967489	131014188
GOLGA2	9	131018722	131036326
C9orf119	9	131039213	131048741
TRUB2	9	131071604	131084401
COQ4	9	131087551	131096052
SLC27A4	9	131103550	131123152
URM1	9	131134280	131152839
CERCAM	9	131184149	131199330
ODF2	9	131219807	131263187
GLE1	9	131267544	131304119
SPTAN1	9	131316393	131395768
WDR34	9	131396264	131418579
SET	9	131446293	131456708
PKN3	9	131467905	131483199
ZDHHC12	9	131485878	131485931
ZER1	9	131492047	131533086
TBC1D13	9	131551210	131571899
ENDOG	9	131583212	131584367
C9orf114	9	131586800	131590492
CCBL1	9	131596012	131643219
LRRC8A	9	131646800	131680309
PHYHD1	9	131685726	131704317
DOLK	9	131708122	131708179
NUP188	9	131711416	131767514
SH3GLB2	9	131770355	131789188
FAM73B	9	131799980	131832271
DOLPP1	9	131844939	131852122
CRAT	9	131857064	131871496
PPP2R4	9	131873338	131909976
IER5L	9	131938847	131938906
C9orf106	9	132083310	132083363
C9orf50	9	132376023	132381899
METTL11A	9	132389373	132396822
ASB6	9	132399141	132403823
PRRX2	9	132428926	132484969
PTGES	9	132500756	132514492
TOR1B	9	132566523	132573552
TOR1A	9	132575903	132584730
C9orf78	9	132590449	132595855
USP20	9	132598991	132644113
FNBP1	9	132650163	132803741
GPR107	9	132816848	132900339
NCS1	9	132937479	132998298
ASS1	9	133322794	133376204
LOC100272217	9	133453182	133453241
FUBP3	9	133455957	133513000
PRDM12	9	133540895	133558248
EXOSC2	9	133569679	133580084
ABL1	9	133590274	133762884
FIBCD1	9	133781663	133814361
LAMC3	9	133885834	133966710
AIF1L	9	133972873	133998387
NUP214	9	134001631	134107081
FAM78A	9	134134482	134151667
PPAPDC3	9	134166780	134184639
PRRC2B	9	134305585	134374552
POMT1	9	134380044	134398724
UCK1	9	134400157	134404977
RAPGEF1	9	134452172	134612204
MED27	9	134736798	134954440
NTNG2	9	135039187	135118140
SETX	9	135137771	135228839
TTF1	9	135250912	135281542
C9orf171	9	135286363	135448383
BARHL1	9	135459410	135465647
DDX31	9	135469785	135545000
GTF3C4	9	135546949	135564649
AK8	9	135603430	135751833
C9orf9	9	135755603	135763145
TSC1	9	135767730	135819220
GFI1B	9	135854089	135867067
GTF3C5	9	135906169	135931832
CEL	9	135938749	135943218
CELP	9	135960779	135960831
RALGDS	9	135973147	136023164
GBGT1	9	136029364	136036942
OBP2B	9	136082720	136082768
ABO	9	136130937	136149303
SURF6	9	136199836	136201493
MED22	9	136207753	136213710
RPL7A	9	136216685	136216742
SURF1	9	136218681	136222112
SURF2	9	136224559	136227419
SURF4	9	136229209	136241805
C9orf96	9	136243961	136270600
REXO4	9	136272733	136282591
ADAMTS13	9	136287114	136324417
C9orf7	9	136326911	136332595
SLC2A6	9	136336209	136342999
TMEM8C	9	136380043	136388355
ADAMTSL2	9	136398689	136415725
DBH	9	136503274	136524159
SARDH	9	136530091	136602050
VAV2	9	136627471	136856428
NCRNA00094	9	136890912	136894839
BRD3	9	136897423	136931659
WDR5	9	137002161	137023458
RXRA	9	137220482	137332434
COL5A1	9	137534434	137736610
FCN2	9	137773932	137778092
FCN1	9	137801423	137809353
OLFM1	9	137969282	138012830
KIAA0649	9	138372987	138380766
C9orf116	9	138389169	138389228
MRPS2	9	138393686	138396529
LCN1	9	138417341	138417390
OBP2A	9	138439674	138439719
PAEP	9	138454682	138456847
LOC100130954	9	138467699	138478980
GLT6D1	9	138515976	138531139
LCN9	9	138555996	138556046
SOHLH1	9	138585277	138590722
KCNT1	9	138597151	138684806
CAMSAP1	9	138701562	138797751
UBAC1	9	138824836	138852164
NACC2	9	138904722	138985200
C9orf69	9	139009703	139009762
LHX3	9	139088882	139096664
QSOX2	9	139099313	139136763
LOC26102	9	139218428	139220853
GPSM1	9	139222977	139253984
DNLZ	9	139256348	139256401
CARD9	9	139258452	139267715
SNAPC4	9	139270034	139291357
SDCCAG3	9	139299672	139303459
PMPCA	9	139307214	139317332
INPP5E	9	139323160	139332804
SEC16A	9	139334895	139376407
C9orf163	9	139378050	139379252
NOTCH1	9	139389744	139438351
EGFL7	9	139557946	139563388
AGPAT2	9	139568518	139580048
FAM69B	9	139607469	139618818
SNHG7	9	139619968	139621584
LCN10	9	139633836	139636000
LCN6	9	139638446	139641530
LOC100128593	9	139643393	139643452
LCN8	9	139651255	139651314
LCN15	9	139654687	139654731
TMEM141	9	139687162	139687722
KIAA1984	9	139693049	139700241
C9orf86	9	139703427	139728800
PHPT1	9	139743612	139744502
MAMDC4	9	139748411	139754231
EDF1	9	139756944	139758666
TRAF2	9	139782628	139821083
FBXW5	9	139835259	139835304
LCN12	9	139848677	139848723
PTGDS	9	139873900	139875313
LCNL1	9	139878799	139878847
C9orf142	9	139887930	139887979
CLIC3	9	139889654	139889698
ABCA2	9	139901669	139921941
C9orf139	9	139925293	139930774
NPDC1	9	139933908	139939304
ENTPD2	9	139942533	139946791
C9orf140	9	139961267	139963340
UAP1L1	9	139973071	139978982
LOC100289341	9	139980224	139980277
MAN1B1	9	139982580	140003315
DPP7	9	140005386	140007697
GRIN1	9	140035006	140063231
ANAPC2	9	140069215	140081481
SSNA1	9	140083938	140083986
TPRN	9	140087098	140094194
NDOR1	9	140108813	140111765
SLC34A3	9	140125705	140130855
FAM166A	9	140139134	140140933
C9orf173	9	140145733	140145792
COBRA1	9	140151657	140167670
C9orf167	9	140172423	140177017
NRARP	9	140195348	140195407
EXD3	9	140201363	140316773
NOXA1	9	140319757	140328863
ENTPD8	9	140333540	140334057
NELF	9	140343467	140351177
PNPLA7	9	140354402	140444818
WDR85	9	140449389	140472975
ZMYND19	9	140476650	140482538
ARRDC1	9	140501713	140508187
C9orf37	9	140511505	140513193
EHMT1	9	140514663	140730047
CACNA1B	9	140774103	141019079
ZMYND11	10	182570	299363
DIP2C	10	322611	734491
LARP4B	10	855999	930394
GTPBP4	10	1035371	1062974
IDI2	10	1065017	1070782
IDI2-AS1	10	1073543	1088734
IDI1	10	1090140	1094571
WDR37	10	1103778	1177304
NCRNA00200	10	1206117	1210254
ADARB2	10	1230114	1778300
PFKP	10	3110193	3179011
PITRM1	10	3181269	3214228
KLF6	10	3819257	3825605
LOC100216001	10	4693981	4720135
AKR1E2	10	4870223	4890258
tAKR	10	4914018	4958441
AKR1C1	10	5006720	5019598
AKR1C2	10	5032493	5057621
AKR1C3	10	5137042	5149889
AKR1CL1	10	5196840	5226445
AKR1C4	10	5241176	5259394
UCN3	10	5408534	5415294
TUBAL3	10	5435175	5446432
NET1	10	5455675	5497771
CALML5	10	5540640	5540688
ASB13	10	5681897	5707421
C10orf18	10	5727751	5804753
GDI2	10	5809038	5854672
ANKRD16	10	5904585	5930765
FBXO18	10	5934485	5977663
IL15RA	10	5994427	6018411
IL2RA	10	6052901	6103568
RBM17	10	6132168	6158086
PFKFB3	10	6188721	6277210
PRKCQ	10	6469149	6620855
LOC439949	10	6623753	6626063
SFMBT2	10	7201854	7452242
ITIH5	10	7603169	7707176
ITIH2	10	7746188	7789467
KIN	10	7797696	7829054
ATP5C1	10	7831966	7848751
TAF3	10	7862121	8056348
FLJ45983	10	8094904	8094963
GATA3	10	8096921	8116684
SFTA1P	10	10826902	10836680
LOC254312	10	10977350	10991886
CELF2	10	11048093	11378462
USP6NL	10	11503824	11652773
